Ref	Passage	Observateur	Point	DateHeure	Espece	nMalAd10	nAutAd10	nMalAd5	nAutAd5	distMem
4470217	a	Pierre Tourret	23	2019-04-13 09:04:00	Alouette lulu	1	0	0	0	74,75760645
4470195	a	Pierre Tourret	39	2019-04-13 08:09:00	Merle noir	1	0	1	0	31,79709188
4470196	a	Pierre Tourret	39	2019-04-13 08:10:00	Bruant jaune	1	0	1	0	52,02769589
4470198	a	Pierre Tourret	39	2019-04-13 08:10:00	Grive draine	1	0	1	0	235,3685795
4470197	a	Pierre Tourret	39	2019-04-13 08:10:00	Merle noir	1	0	1	0	235,8457861
4470200	a	Pierre Tourret	39	2019-04-13 08:11:00	Accenteur mouchet	1	0	1	0	42,36020293
4470199	a	Pierre Tourret	39	2019-04-13 08:11:00	Alouette des champs	1	0	1	0	92,88097329
4470202	a	Pierre Tourret	39	2019-04-13 08:11:00	Alouette des champs	1	0	1	0	167,3855946
4470201	a	Pierre Tourret	39	2019-04-13 08:11:00	Alouette des champs	1	0	1	0	203,9550458
4470067	a	Pierre Tourret	39	2019-04-13 08:12:00	Bruant jaune	0	1	0	1	67,0925251
4470203	a	Pierre Tourret	39	2019-04-13 08:12:00	Pic épeiche	0	1	0	1	143,6636083
4470204	a	Pierre Tourret	39	2019-04-13 08:12:00	Merle noir	1	0	1	0	207,157562
4470068	a	Pierre Tourret	39	2019-04-13 08:14:00	Merle noir	1	1	0	0	62,0536534
4470175	a	Pierre Tourret	39	2019-04-13 08:14:00	Accenteur mouchet	1	0	0	0	100,1788242
4470176	a	Pierre Tourret	39	2019-04-13 08:14:00	Alouette des champs	1	0	0	0	178,9794022
4470069	a	Pierre Tourret	39	2019-04-13 08:14:00	Torcol fourmilier	1	0	0	0	243,9346623
4470178	a	Pierre Tourret	39	2019-04-13 08:15:00	Merle noir	1	0	0	0	88,86526319
4470177	a	Pierre Tourret	39	2019-04-13 08:15:00	Fauvette à tête noire	1	0	0	0	140,6272226
4470179	a	Pierre Tourret	39	2019-04-13 08:16:00	Étourneau sansonnet	0	1	0	0	50,40991397
4470180	a	Pierre Tourret	39	2019-04-13 08:17:00	Fauvette à tête noire	1	0	0	0	141,4253917
4470181	a	Pierre Tourret	39	2019-04-13 08:18:00	Tarier pâtre	1	0	0	0	71,36969439
4470167	a	Pierre Tourret	40	2019-04-13 08:29:00	Rougegorge familier	0	1	0	1	107,4461605
4470166	a	Pierre Tourret	40	2019-04-13 08:29:00	Bruant jaune	1	1	1	1	113,4232085
4470168	a	Pierre Tourret	40	2019-04-13 08:30:00	Fauvette à tête noire	1	0	1	0	58,77628853
4470169	a	Pierre Tourret	40	2019-04-13 08:30:00	Alouette des champs	2	0	2	0	239,3841301
4470170	a	Pierre Tourret	40	2019-04-13 08:31:00	Merle noir	1	0	1	0	54,04498392
4470171	a	Pierre Tourret	40	2019-04-13 08:31:00	Pic épeichette	0	1	0	1	164,3164047
4470172	a	Pierre Tourret	40	2019-04-13 08:31:00	Alouette des champs	1	0	1	0	189,0704934
4470173	a	Pierre Tourret	40	2019-04-13 08:32:00	Merle noir	1	0	1	0	66,98696614
4470063	a	Pierre Tourret	40	2019-04-13 08:32:00	Fauvette à tête noire	1	0	1	0	123,568714
4470065	a	Pierre Tourret	40	2019-04-13 08:36:00	Linotte mélodieuse	1	0	0	0	37,06339502
4470064	a	Pierre Tourret	40	2019-04-13 08:36:00	Alouette lulu	1	0	0	0	73,97738231
4470066	a	Pierre Tourret	40	2019-04-13 08:36:00	Alouette des champs	1	0	0	0	158,9367021
4470051	a	Pierre Tourret	41	2019-04-12 10:29:00	Fauvette à tête noire	1	0	1	0	37,17004539
4470052	a	Pierre Tourret	41	2019-04-12 10:29:00	Fauvette à tête noire	1	0	1	0	85,68553818
4470055	a	Pierre Tourret	41	2019-04-12 10:30:00	Merle noir	1	0	1	0	49,62186778
4470054	a	Pierre Tourret	41	2019-04-12 10:30:00	Fauvette à tête noire	1	0	1	0	126,4752582
4470053	a	Pierre Tourret	41	2019-04-12 10:30:00	Geai des chênes	0	1	0	1	139,6425323
4470056	a	Pierre Tourret	41	2019-04-12 10:31:00	Pinson des arbres	1	0	1	0	89,51503517
4470057	a	Pierre Tourret	41	2019-04-12 10:31:00	Merle noir	1	0	1	0	253,1331194
4470059	a	Pierre Tourret	41	2019-04-12 10:32:00	Pinson des arbres	1	0	1	0	49,24016606
4470058	a	Pierre Tourret	41	2019-04-12 10:32:00	Grive draine	1	0	1	0	97,12516683
4470060	a	Pierre Tourret	41	2019-04-12 10:33:00	Mésange charbonnière	1	0	1	0	35,1097352
4470061	a	Pierre Tourret	41	2019-04-12 10:33:00	Grive draine	1	0	1	0	50,43718273
4470205	a	Pierre Tourret	41	2019-04-12 10:34:00	Grimpereau des jardins	1	0	0	0	36,06381113
4470062	a	Pierre Tourret	41	2019-04-12 10:34:00	Mésange charbonnière	2	0	0	0	140,5786042
4470206	a	Pierre Tourret	41	2019-04-12 10:36:00	Rougegorge familier	0	1	0	0	29,60893702
4470207	a	Pierre Tourret	41	2019-04-12 10:37:00	Fauvette à tête noire	1	0	0	0	227,9737294
4470208	a	Pierre Tourret	41	2019-04-12 10:38:00	Rougegorge familier	1	0	0	0	29,15275335
4470209	a	Pierre Tourret	41	2019-04-12 10:38:00	Accenteur mouchet	1	0	0	0	51,06224761
4470210	a	Pierre Tourret	41	2019-04-12 10:38:00	Pic épeichette	1	0	0	0	66,91651082
4470219	a	Pierre Tourret	42	2019-04-13 09:32:00	Accenteur mouchet	1	0	1	0	36,23860862
4470220	a	Pierre Tourret	42	2019-04-13 09:32:00	Merle noir	1	0	1	0	63,51615734
4470222	a	Pierre Tourret	42	2019-04-13 09:33:00	Merle noir	1	0	1	0	127,9483064
4470221	a	Pierre Tourret	42	2019-04-13 09:33:00	Merle noir	1	0	1	0	141,3636523
4470223	a	Pierre Tourret	42	2019-04-13 09:35:00	Fauvette des jardins	1	0	1	0	56,57568466
4470224	a	Pierre Tourret	42	2019-04-13 09:35:00	Bruant jaune	1	0	1	0	69,20885441
4470225	a	Pierre Tourret	42	2019-04-13 09:35:00	Fauvette à tête noire	1	0	1	0	101,4814422
4470226	a	Pierre Tourret	42	2019-04-13 09:36:00	Pouillot véloce	1	0	0	0	93,5993809
4470184	a	Pierre Tourret	42	2019-04-13 09:36:00	Mésange charbonnière	1	0	0	0	93,87399453
4470185	a	Pierre Tourret	42	2019-04-13 09:36:00	Corneille noire	0	1	0	0	160,3766375
4470186	a	Pierre Tourret	42	2019-04-13 09:37:00	Corneille noire	0	1	0	0	182,1242041
4470187	a	Pierre Tourret	42	2019-04-13 09:38:00	Alouette lulu	2	0	0	0	134,0997912
4470188	a	Pierre Tourret	42	2019-04-13 09:39:00	Accenteur mouchet	1	0	0	0	54,12712592
4470189	a	Pierre Tourret	42	2019-04-13 09:41:00	Mésange bleue	1	0	0	0	56,97586188
4469992	a	Pierre Tourret	56	2019-04-12 08:10:00	Tarier pâtre	1	0	1	0	65,60946436
4469991	a	Pierre Tourret	56	2019-04-12 08:10:00	Torcol fourmilier	1	0	1	0	225,4602016
4469993	a	Pierre Tourret	56	2019-04-12 08:11:00	Bruant jaune	1	0	1	0	26,9321729
4469994	a	Pierre Tourret	56	2019-04-12 08:11:00	Bruant zizi	1	0	1	0	58,12240128
4469995	a	Pierre Tourret	56	2019-04-12 08:11:00	Bruant zizi	1	0	1	0	77,15251696
4469996	a	Pierre Tourret	56	2019-04-12 08:12:00	Alouette des champs	2	0	2	0	51,85310357
4469989	a	Pierre Tourret	56	2019-04-12 08:13:00	Merle noir	1	0	1	0	90,51349452
4469997	a	Pierre Tourret	56	2019-04-12 08:13:00	Fauvette à tête noire	1	0	1	0	151,1766309
4469990	a	Pierre Tourret	56	2019-04-12 08:13:00	Pic vert	0	1	0	1	259,8637982
4469999	a	Pierre Tourret	56	2019-04-12 08:14:00	Linotte mélodieuse	0	1	0	1	83,33474543
4469998	a	Pierre Tourret	56	2019-04-12 08:14:00	Bruant jaune	1	0	1	0	104,5598441
4470000	a	Pierre Tourret	56	2019-04-12 08:15:00	Bruant jaune	1	0	0	0	66,87643654
4470001	a	Pierre Tourret	56	2019-04-12 08:15:00	Pouillot véloce	1	0	0	0	132,4676722
4470002	a	Pierre Tourret	56	2019-04-12 08:16:00	Merle noir	1	0	0	0	113,4865276
4470003	a	Pierre Tourret	56	2019-04-12 08:17:00	Fauvette à tête noire	1	0	0	0	156,5108122
4470004	a	Pierre Tourret	56	2019-04-12 08:18:00	Moineau domestique	1	0	0	0	63,89427736
4470007	a	Pierre Tourret	57	2019-04-12 08:34:00	Mésange charbonnière	1	0	1	0	21,95489788
4470005	a	Pierre Tourret	57	2019-04-12 08:34:00	Fauvette à tête noire	3	0	3	0	27,88783812
4470006	a	Pierre Tourret	57	2019-04-12 08:34:00	Alouette lulu	1	0	1	0	59,21499661
4470009	a	Pierre Tourret	57	2019-04-12 08:35:00	Torcol fourmilier	1	0	1	0	65,76512435
4470008	a	Pierre Tourret	57	2019-04-12 08:35:00	Bruant jaune	1	0	1	0	68,97541803
4470010	a	Pierre Tourret	57	2019-04-12 08:36:00	Tarier pâtre	1	0	1	0	42,05530848
4470012	a	Pierre Tourret	57	2019-04-12 08:37:00	Merle noir	1	0	1	0	29,70838538
4470011	a	Pierre Tourret	57	2019-04-12 08:37:00	Coucou gris	1	0	1	0	238,5474683
4470014	a	Pierre Tourret	57	2019-04-12 08:38:00	Pic épeiche	0	1	0	0	88,03888954
4470013	a	Pierre Tourret	57	2019-04-12 08:38:00	Merle noir	1	0	0	0	91,63020763
4470015	a	Pierre Tourret	57	2019-04-12 08:39:00	Bruant jaune	1	0	0	0	93,79395206
4470016	a	Pierre Tourret	57	2019-04-12 08:39:00	Bruant zizi	1	0	0	0	119,1668655
4470017	a	Pierre Tourret	57	2019-04-12 08:41:00	Mésange bleue	1	0	0	0	54,22798541
4470022	a	Pierre Tourret	57	2019-04-12 08:41:00	Troglodyte mignon	1	0	0	0	168,3959282
4470018	a	Pierre Tourret	57	2019-04-12 08:42:00	Merle noir	1	0	0	0	78,69096868
4470019	a	Pierre Tourret	57	2019-04-12 08:42:00	Grimpereau des jardins	1	0	0	0	84,77553714
4470021	a	Pierre Tourret	57	2019-04-12 08:43:00	Rougegorge familier	1	0	0	0	15,00603692
4470020	a	Pierre Tourret	57	2019-04-12 08:43:00	Pouillot véloce	1	0	0	0	78,31132639
4470024	a	Pierre Tourret	58	2019-04-12 09:00:00	Alouette lulu	1	0	1	0	16,8725275
4470023	a	Pierre Tourret	58	2019-04-12 09:00:00	Torcol fourmilier	1	0	1	0	70,01371604
4470025	a	Pierre Tourret	58	2019-04-12 09:00:00	Fauvette à tête noire	1	0	1	0	85,92544052
4470027	a	Pierre Tourret	58	2019-04-12 09:01:00	Pouillot véloce	1	0	1	0	111,7880794
4470026	a	Pierre Tourret	58	2019-04-12 09:01:00	Mésange charbonnière	1	0	1	0	114,443757
4470029	a	Pierre Tourret	58	2019-04-12 09:02:00	Merle noir	1	0	1	0	77,19875505
4470028	a	Pierre Tourret	58	2019-04-12 09:02:00	Linotte mélodieuse	1	1	1	1	88,60370483
4470030	a	Pierre Tourret	58	2019-04-12 09:03:00	Accenteur mouchet	1	0	1	0	59,26120491
4470031	a	Pierre Tourret	58	2019-04-12 09:03:00	Fauvette à tête noire	1	0	1	0	176,3829825
4470032	a	Pierre Tourret	58	2019-04-12 09:03:00	Grive draine	1	0	1	0	222,7710566
4470033	a	Pierre Tourret	58	2019-04-12 09:04:00	Fauvette à tête noire	1	0	0	0	241,3011402
4470047	a	Pierre Tourret	58	2019-04-12 09:05:00	Pouillot véloce	1	0	0	0	56,73182441
4470048	a	Pierre Tourret	58	2019-04-12 09:05:00	Accenteur mouchet	1	0	0	0	107,5690876
4470034	a	Pierre Tourret	58	2019-04-12 09:05:00	Merle noir	1	0	0	0	131,2851847
4470050	a	Pierre Tourret	58	2019-04-12 09:08:00	Tarier pâtre	1	0	0	0	96,20490716
4470049	a	Pierre Tourret	58	2019-04-12 09:09:00	Torcol fourmilier	1	0	0	0	138,0527776
4470035	a	Pierre Tourret	59	2019-04-12 09:28:00	Pipit des arbres	1	0	1	0	41,92467573
4470036	a	Pierre Tourret	59	2019-04-12 09:28:00	Pouillot véloce	1	0	1	0	63,46597767
4470039	a	Pierre Tourret	59	2019-04-12 09:29:00	Mésange bleue	1	0	1	0	79,13798891
4470037	a	Pierre Tourret	59	2019-04-12 09:29:00	Bruant zizi	1	0	1	0	115,8074555
4470040	a	Pierre Tourret	59	2019-04-12 09:30:00	Fauvette à tête noire	1	0	1	0	97,3743762
4470042	a	Pierre Tourret	59	2019-04-12 09:30:00	Huppe fasciée	1	0	1	0	100,3473325
4470043	a	Pierre Tourret	59	2019-04-12 09:30:00	Fauvette à tête noire	1	0	1	0	108,6192806
4470041	a	Pierre Tourret	59	2019-04-12 09:30:00	Merle noir	1	0	1	0	146,6632087
4470045	a	Pierre Tourret	59	2019-04-12 09:31:00	Fauvette à tête noire	1	0	1	0	46,65047667
4470044	a	Pierre Tourret	59	2019-04-12 09:31:00	Fauvette à tête noire	1	0	1	0	183,9128064
4470046	a	Pierre Tourret	59	2019-04-12 09:32:00	Merle noir	1	0	1	0	46,65047667
4470151	a	Pierre Tourret	59	2019-04-12 09:32:00	Merle noir	1	0	1	0	141,9294735
4470150	a	Pierre Tourret	59	2019-04-12 09:32:00	Pouillot véloce	1	0	1	0	171,6612737
4470152	a	Pierre Tourret	59	2019-04-12 09:33:00	Mésange charbonnière	1	0	0	0	69,09748645
4470153	a	Pierre Tourret	59	2019-04-12 09:33:00	Pipit des arbres	1	0	0	0	113,7704908
4470154	a	Pierre Tourret	59	2019-04-12 09:35:00	Merle noir	1	0	0	0	244,8962239
4470157	a	Pierre Tourret	60	2019-04-12 09:46:00	Pouillot véloce	1	0	1	0	65,85456962
4470156	a	Pierre Tourret	60	2019-04-12 09:46:00	Alouette lulu	1	0	1	0	164,8472508
4470158	a	Pierre Tourret	60	2019-04-12 09:47:00	Pouillot véloce	1	0	1	0	94,94697563
4470161	a	Pierre Tourret	60	2019-04-12 09:48:00	Merle noir	1	0	1	0	178,0219877
4470159	a	Pierre Tourret	60	2019-04-12 09:48:00	Merle noir	1	0	1	0	179,5807827
4470160	a	Pierre Tourret	60	2019-04-12 09:48:00	Grive draine	1	0	1	0	186,8848998
4470162	a	Pierre Tourret	60	2019-04-12 09:49:00	Alouette des champs	2	0	2	0	144,1308404
4470163	a	Pierre Tourret	60	2019-04-12 09:50:00	Linotte mélodieuse	1	0	1	0	55,26257224
4470165	a	Pierre Tourret	60	2019-04-12 09:50:00	Accenteur mouchet	1	0	1	0	63,41136395
4470164	a	Pierre Tourret	60	2019-04-12 09:50:00	Bruant zizi	1	0	1	0	68,51883153
4470086	a	Pierre Tourret	60	2019-04-12 09:53:00	Corneille noire	0	1	0	0	446,2182484
4470087	a	Pierre Tourret	60	2019-04-12 09:54:00	Alouette lulu	1	0	0	0	184,4487967
4470088	a	Pierre Tourret	60	2019-04-12 09:55:00	Merle noir	1	0	0	0	69,29320012
4600361	b	Pierre Tourret	23	2019-06-01 07:18:00	Pie-grièche écorcheur	1	0	1	0	116,1841825
4600362	b	Pierre Tourret	23	2019-06-01 07:18:00	Pie-grièche écorcheur	1	0	1	0	150,2744239
4600366	b	Pierre Tourret	23	2019-06-01 07:19:00	Bruant zizi	1	0	1	0	43,75045512
4600363	b	Pierre Tourret	23	2019-06-01 07:19:00	Pie-grièche écorcheur	1	0	1	0	73,83201298
4600365	b	Pierre Tourret	23	2019-06-01 07:19:00	Bruant jaune	1	0	1	0	79,92102122
4600364	b	Pierre Tourret	23	2019-06-01 07:19:00	Alouette des champs	0	1	0	1	136,9755937
4600367	b	Pierre Tourret	23	2019-06-01 07:20:00	Bruant proyer	1	0	1	0	184,6755145
4600368	b	Pierre Tourret	23	2019-06-01 07:20:00	Merle noir	1	0	1	0	229,5387384
4600369	b	Pierre Tourret	23	2019-06-01 07:21:00	Linotte mélodieuse	1	0	1	0	22,25637397
4600371	b	Pierre Tourret	23	2019-06-01 07:21:00	Merle noir	1	0	1	0	135,5168673
4600370	b	Pierre Tourret	23	2019-06-01 07:21:00	Alouette lulu	1	0	1	0	144,4188077
4600262	b	Pierre Tourret	23	2019-06-01 07:22:00	Pie-grièche écorcheur	1	0	0	0	204,7455725
4600261	b	Pierre Tourret	23	2019-06-01 07:22:00	Alouette des champs	0	1	0	0	248,0098675
4600263	b	Pierre Tourret	23	2019-06-01 07:23:00	Rossignol philomèle	1	0	0	0	128,6961288
4600265	b	Pierre Tourret	23	2019-06-01 07:25:00	Fauvette à tête noire	1	0	0	0	213,7096299
4600264	b	Pierre Tourret	23	2019-06-01 07:25:00	Alouette des champs	0	1	0	0	295,2912499
4600266	b	Pierre Tourret	23	2019-06-01 07:25:00	Fauvette à tête noire	0	1	0	0	321,3205772
4600268	b	Pierre Tourret	23	2019-06-01 07:26:00	Alouette des champs	0	1	0	0	87,18597964
4600267	b	Pierre Tourret	23	2019-06-01 07:26:00	Pinson des arbres	1	0	0	0	235,9945102
4600395	b	Pierre Tourret	39	2019-06-01 06:40:00	Alouette des champs	0	1	0	1	29,57698328
4600394	b	Pierre Tourret	39	2019-06-01 06:40:00	Alouette des champs	0	1	0	1	50,17743477
4600396	b	Pierre Tourret	39	2019-06-01 06:40:00	Pie-grièche écorcheur	1	0	1	0	85,21965291
4600397	b	Pierre Tourret	39	2019-06-01 06:41:00	Bruant proyer	1	0	1	0	82,8356373
4600398	b	Pierre Tourret	39	2019-06-01 06:42:00	Bruant jaune	1	0	1	0	68,68079877
4600399	b	Pierre Tourret	39	2019-06-01 06:43:00	Bruant jaune	0	1	0	1	80,37430927
4600400	b	Pierre Tourret	39	2019-06-01 06:43:00	Pic vert	0	1	0	1	244,5284839
4600401	b	Pierre Tourret	39	2019-06-01 06:44:00	Mésange charbonnière	1	0	0	0	86,12790589
4600402	b	Pierre Tourret	39	2019-06-01 06:45:00	Alouette des champs	0	1	0	0	125,3881979
4600403	b	Pierre Tourret	39	2019-06-01 06:46:00	Pie-grièche écorcheur	1	0	0	0	59,26029383
4600404	b	Pierre Tourret	39	2019-06-01 06:46:00	Fauvette à tête noire	1	0	0	0	112,1203849
4600345	b	Pierre Tourret	39	2019-06-01 06:48:00	Merle noir	1	0	0	0	57,9842509
4600346	b	Pierre Tourret	39	2019-06-01 06:49:00	Fauvette à tête noire	0	1	0	0	147,6536296
4600347	b	Pierre Tourret	40	2019-06-01 06:56:00	Alouette des champs	0	1	0	1	134,2945248
4600349	b	Pierre Tourret	40	2019-06-01 06:56:00	Buse variable	0	1	0	1	208,085578
4600348	b	Pierre Tourret	40	2019-06-01 06:56:00	Alouette des champs	0	1	0	1	221,6107676
4600352	b	Pierre Tourret	40	2019-06-01 06:57:00	Bruant zizi	1	0	1	0	125,0469496
4600351	b	Pierre Tourret	40	2019-06-01 06:57:00	Pie-grièche écorcheur	1	0	1	0	179,8341047
4600350	b	Pierre Tourret	40	2019-06-01 06:57:00	Rossignol philomèle	1	0	1	0	210,9684713
4600353	b	Pierre Tourret	40	2019-06-01 06:58:00	Pie-grièche écorcheur	1	0	1	0	85,41634356
4600354	b	Pierre Tourret	40	2019-06-01 06:58:00	Fauvette à tête noire	0	1	0	1	240,3267531
4600356	b	Pierre Tourret	40	2019-06-01 06:59:00	Fauvette grisette	1	0	1	0	54,99490026
4600357	b	Pierre Tourret	40	2019-06-01 06:59:00	Faisan de Colchide	1	0	1	0	188,0017582
4600355	b	Pierre Tourret	40	2019-06-01 06:59:00	Fauvette à tête noire	0	1	0	1	201,3541051
4600358	b	Pierre Tourret	40	2019-06-01 07:00:00	Alouette des champs	0	1	0	0	150,7865427
4600359	b	Pierre Tourret	40	2019-06-01 07:01:00	Merle noir	1	0	0	0	42,52036814
4600360	b	Pierre Tourret	40	2019-06-01 07:01:00	Mésange charbonnière	1	0	0	0	171,9591652
4600388	b	Pierre Tourret	40	2019-06-01 07:02:00	Pie-grièche écorcheur	1	0	0	0	130,3722073
4600389	b	Pierre Tourret	40	2019-06-01 07:03:00	Merle noir	0	1	0	0	284,6376068
4600390	b	Pierre Tourret	40	2019-06-01 07:04:00	Alouette des champs	0	1	0	0	298,2603483
4600391	b	Pierre Tourret	40	2019-06-01 07:05:00	Tarier pâtre	0	1	0	0	103,7687078
4600373	b	Pierre Tourret	41	2019-05-31 08:48:00	Tarier pâtre	1	0	1	0	16,02672775
4600372	b	Pierre Tourret	41	2019-05-31 08:48:00	Fauvette grisette	1	1	1	1	21,09616227
4600374	b	Pierre Tourret	41	2019-05-31 08:49:00	Geai des chênes	0	1	0	1	28,60563942
4600375	b	Pierre Tourret	41	2019-05-31 08:49:00	Fauvette à tête noire	1	0	1	0	29,22170847
4600376	b	Pierre Tourret	41	2019-05-31 08:49:00	Mésange charbonnière	0	1	0	1	43,79522817
4600377	b	Pierre Tourret	41	2019-05-31 08:50:00	Mésange charbonnière	0	1	0	1	52,5650392
4600378	b	Pierre Tourret	41	2019-05-31 08:50:00	Pinson des arbres	1	0	1	0	70,25592726
4600379	b	Pierre Tourret	41	2019-05-31 08:51:00	Fauvette à tête noire	0	1	0	1	144,5497643
4600380	b	Pierre Tourret	41	2019-05-31 08:51:00	Merle noir	1	0	1	0	144,5497643
4600382	b	Pierre Tourret	41	2019-05-31 08:52:00	Pouillot véloce	1	0	1	0	28,22190561
4600381	b	Pierre Tourret	41	2019-05-31 08:52:00	Bruant jaune	1	0	1	0	90,78630515
4600384	b	Pierre Tourret	41	2019-05-31 08:53:00	Merle noir	1	0	0	0	59,31938072
4600383	b	Pierre Tourret	41	2019-05-31 08:53:00	Fauvette à tête noire	0	1	0	0	235,1517536
4600385	b	Pierre Tourret	41	2019-05-31 08:54:00	Pouillot véloce	0	1	0	0	53,70130645
4600386	b	Pierre Tourret	41	2019-05-31 08:54:00	Tourterelle des bois	1	0	0	0	101,5531936
4600407	b	Pierre Tourret	41	2019-05-31 08:55:00	Rossignol philomèle	0	1	0	0	57,26709184
4600387	b	Pierre Tourret	41	2019-05-31 08:55:00	Pipit des arbres	1	0	0	0	100,8633879
4600406	b	Pierre Tourret	41	2019-05-31 08:55:00	Rossignol philomèle	1	0	0	0	228,649992
4600408	b	Pierre Tourret	41	2019-05-31 08:56:00	Fauvette à tête noire	0	1	0	0	192,0418816
4600164	b	Pierre Tourret	56	2019-05-31 06:41:00	Bruant proyer	1	0	1	0	66,90706837
4600166	b	Pierre Tourret	56	2019-05-31 06:42:00	Merle noir	1	0	1	0	2,928579623
4600167	b	Pierre Tourret	56	2019-05-31 06:42:00	Fauvette grisette	1	0	1	0	16,18217972
4600165	b	Pierre Tourret	56	2019-05-31 06:42:00	Tarier pâtre	1	0	1	0	24,31475505
4600168	b	Pierre Tourret	56	2019-05-31 06:43:00	Rossignol philomèle	1	0	1	0	37,36847634
4600169	b	Pierre Tourret	56	2019-05-31 06:43:00	Pouillot véloce	0	1	0	1	51,26699805
4600170	b	Pierre Tourret	56	2019-05-31 06:43:00	Fauvette à tête noire	0	1	0	1	70,412885
4600172	b	Pierre Tourret	56	2019-05-31 06:44:00	Mésange charbonnière	1	1	1	1	24,11718771
4600171	b	Pierre Tourret	56	2019-05-31 06:44:00	Fauvette à tête noire	0	1	0	1	77,00586276
4600174	b	Pierre Tourret	56	2019-05-31 06:45:00	Bruant jaune	1	0	1	0	62,64298467
4600173	b	Pierre Tourret	56	2019-05-31 06:45:00	Bruant zizi	1	0	1	0	76,53352476
4600175	b	Pierre Tourret	56	2019-05-31 06:45:00	Faisan de Colchide	1	0	1	0	81,91376355
4600176	b	Pierre Tourret	56	2019-05-31 06:46:00	Troglodyte mignon	1	0	0	0	60,19824392
4600177	b	Pierre Tourret	56	2019-05-31 06:47:00	Merle noir	0	1	0	0	74,59759104
4600178	b	Pierre Tourret	56	2019-05-31 06:48:00	Buse variable	0	1	0	0	85,07674696
4600181	b	Pierre Tourret	56	2019-05-31 06:49:00	Accenteur mouchet	1	0	0	0	60,70947656
4600182	b	Pierre Tourret	56	2019-05-31 06:50:00	Pie-grièche écorcheur	1	0	0	0	25,17588766
4600183	b	Pierre Tourret	56	2019-05-31 06:51:00	Alouette des champs	1	1	0	0	42,89153702
4600191	b	Pierre Tourret	57	2019-05-31 07:00:00	Fauvette grisette	1	0	1	0	46,94258765
4600193	b	Pierre Tourret	57	2019-05-31 07:00:00	Merle noir	0	1	0	1	70,02250632
4600192	b	Pierre Tourret	57	2019-05-31 07:00:00	Merle noir	0	1	0	1	98,37566814
4600196	b	Pierre Tourret	57	2019-05-31 07:01:00	Rossignol philomèle	1	0	1	0	44,9989671
4600195	b	Pierre Tourret	57	2019-05-31 07:01:00	Faisan de Colchide	1	0	1	0	63,77502421
4600194	b	Pierre Tourret	57	2019-05-31 07:01:00	Merle noir	0	1	0	1	170,9436565
4600199	b	Pierre Tourret	57	2019-05-31 07:02:00	Alouette lulu	1	0	1	0	85,11198024
4600197	b	Pierre Tourret	57	2019-05-31 07:02:00	Pouillot véloce	1	0	1	0	95,20245129
4600198	b	Pierre Tourret	57	2019-05-31 07:02:00	Fauvette à tête noire	1	0	1	0	95,20245129
4600201	b	Pierre Tourret	57	2019-05-31 07:03:00	Merle noir	1	0	1	0	45,99937501
4600200	b	Pierre Tourret	57	2019-05-31 07:03:00	Pouillot véloce	0	1	0	1	66,36180691
4600202	b	Pierre Tourret	57	2019-05-31 07:04:00	Mésange charbonnière	1	0	0	0	61,30393482
4600234	b	Pierre Tourret	57	2019-05-31 07:04:00	Pie-grièche écorcheur	1	0	0	0	105,7487471
4600228	b	Pierre Tourret	57	2019-05-31 07:05:00	Pic vert	0	1	0	0	102,2560307
4600229	b	Pierre Tourret	57	2019-05-31 07:06:00	Bruant jaune	1	0	0	0	93,38557197
4600230	b	Pierre Tourret	57	2019-05-31 07:07:00	Pic épeichette	1	0	0	0	52,68505505
4600232	b	Pierre Tourret	57	2019-05-31 07:08:00	Bruant jaune	1	0	0	0	76,6244665
4600231	b	Pierre Tourret	57	2019-05-31 07:08:00	Fauvette grisette	1	0	0	0	90,01012915
4600233	b	Pierre Tourret	57	2019-05-31 07:09:00	Serin cini	1	0	0	0	68,86324666
4600237	b	Pierre Tourret	58	2019-05-31 07:21:00	Bruant zizi	1	0	1	0	58,09788418
4600238	b	Pierre Tourret	58	2019-05-31 07:21:00	Rossignol philomèle	1	0	1	0	65,94187232
4600236	b	Pierre Tourret	58	2019-05-31 07:21:00	Bruant jaune	1	0	1	0	77,45932185
4600239	b	Pierre Tourret	58	2019-05-31 07:22:00	Pouillot véloce	1	0	1	0	58,13617786
4600240	b	Pierre Tourret	58	2019-05-31 07:22:00	Grive musicienne	1	0	1	0	93,1353436
4600241	b	Pierre Tourret	58	2019-05-31 07:22:00	Pinson des arbres	0	1	0	1	178,1726638
4600243	b	Pierre Tourret	58	2019-05-31 07:23:00	Rossignol philomèle	0	1	0	1	108,1422717
4600242	b	Pierre Tourret	58	2019-05-31 07:23:00	Pinson des arbres	0	1	0	1	158,7349223
4600203	b	Pierre Tourret	58	2019-05-31 07:24:00	Fauvette grisette	1	0	1	0	24,46325554
4600204	b	Pierre Tourret	58	2019-05-31 07:24:00	Merle noir	1	0	1	0	24,46325554
4600244	b	Pierre Tourret	58	2019-05-31 07:24:00	Fauvette à tête noire	1	0	1	0	79,11653131
4600205	b	Pierre Tourret	58	2019-05-31 07:25:00	Fauvette à tête noire	0	1	0	1	184,9582126
4600206	b	Pierre Tourret	58	2019-05-31 07:26:00	Bruant jaune	1	0	0	0	139,6821874
4600207	b	Pierre Tourret	58	2019-05-31 07:26:00	Alouette des champs	1	0	0	0	205,5471702
