ACDC	24	23	2	213.709629873796
ACDC	24	23	2	25.6429359235936
ACDC	24	23	2	321.320577163591
ACDC	24	39	2	147.653629625247
ACDC	24	39	2	141.42539171289
ACDC	24	39	2	140.6272226198
ACDC	24	39	2	112.120384896738
ACDC	24	40	2	201.354105083893
ACDC	24	40	2	240.326753089452
ACDC	24	40	2	58.7762885283178
ACDC	24	40	2	123.568714021798
ACDC	24	41	2	192.041881643823
ACDC	24	41	2	235.151753562282
ACDC	24	41	2	227.973729384829
ACDC	24	41	2	126.475258222298
ACDC	24	41	2	85.6855381803027
ACDC	24	41	2	37.1700453949437
ACDC	24	41	2	144.549764258473
ACDC	24	41	2	29.2217084685403
ACDC	24	42	1	101.481442191114
ACDC	24	56	2	156.510812161839
ACDC	24	56	2	151.176630948801
ACDC	24	56	2	77.0058627611636
ACDC	24	56	2	70.4128850032331
ACDC	24	57	2	27.8878381233664
ACDC	24	57	2	95.2024512868509
ACDC	24	57	2	27.8878381233664
ACDC	24	57	2	27.8878381233664
ACDC	24	58	2	79.1165313136128
ACDC	24	58	2	184.958212576336
ACDC	24	58	2	183.701548292541
ACDC	24	58	2	241.301140199191
ACDC	24	58	2	85.9254405235922
ACDC	24	58	2	176.382982541713
ACDC	24	59	2	108.619280569753
ACDC	24	59	2	97.3743761982674
ACDC	24	59	2	62.4266953918241
ACDC	24	59	2	121.985043144531
ACDC	24	59	2	91.7048658314396
ACDC	24	59	2	183.912806375259
ACDC	24	59	2	46.6504766672206
ACDC	24	60	2	246.975567486762
ACDC	24	60	2	137.84732809636
ACDC	24	88	2	46.1874180747295
ACDC	24	88	2	74.6897021456075
ACDC	24	88	2	75.3546651054333
ACDC	24	88	2	78.8645152473322
ACDC	24	88	2	46.2152550241975
ACDC	24	88	2	13.721383740161
ACDC	24	88	2	87.9506497833601
ACDC	24	88	2	85.7327817080214
ACDC	24	88	2	40.8143185796284
ACDC	24	88	2	19.840708003402
ACDC	24	88	2	79.5170246776122
ACDC	24	88	2	47.4777641048659
ACDC	24	88	2	55.8333099738697
ACDC	24	89	2	
ACDC	24	90	2	
ACDC	24	91	2	55.0231260144937
ACDC	24	91	2	85.5936243170301
ACDC	24	91	2	137.398095333549
ACDC	24	91	2	97.6515710964477
ACDC	24	91	2	102.34309877716
ACDC	24	105	2	115.038773169733
ACDC	24	105	2	147.723216799237
ACDC	24	105	2	234.1634672416
ACDC	24	105	2	233.963921414074
ACDC	24	106	2	62.7649573547272
ACDC	24	106	2	153.898627381937
ACDC	24	106	2	185.080418773069
ACDC	24	109	2	141.487754830316
ACDC	24	109	2	97.5150087938661
ACDC	24	109	2	184.145901060095
ACDC	24	109	2	122.347372460037
ACDC	24	110	2	73.6701803553727
ACDC	24	110	2	60.5854809838361
ACDC	24	110	2	61.448952870371
ACDC	24	110	2	101.945130103072
ACDC	24	110	2	169.065012522768
ACDC	24	110	2	142.242927814439
ACDC	24	110	2	140.701261559891
ACDC	24	110	2	81.6259020105094
ACDC	24	112	2	25.6908988972365
ACDC	24	112	2	93.9215397954466
ACDC	24	112	2	187.039294768673
ACDC	24	112	2	84.745410947973
ACDC	24	112	2	57.336392747267
ACDC	24	112	2	106.581754198631
ACDC	24	113	2	71.5257129907505
ACDC	24	113	2	82.3760093006417
ACDC	24	122	2	83.92065273159
ACDC	24	122	2	131.249526947719
ACDC	24	122	2	110.29995039799
ACDC	24	122	2	72.4489286406954
ACDC	24	122	2	183.538157261518
ACDC	24	122	2	75.3883765682289
ACDC	24	122	2	80.1202123574848
ACDC	24	123	2	160.050109501794
ACDC	24	123	2	231.525710192311
ACDC	24	123	2	137.028866890834
ACDC	24	125	2	116.341139357354
ACDC	24	125	2	76.4432520567218
ACDC	24	125	2	83.1079171658949
ACDC	24	125	2	71.1698565252967
ACDC	24	126	2	122.87718611997
ACDC	24	126	2	177.928148760562
ACDC	24	126	2	292.382192060413
ACDC	24	127	2	227.977026889568
ACDC	24	128	2	91.421488653954
ACDC	24	128	2	146.356501728373
ACDC	24	128	2	106.58682864716
ACDC	24	128	2	122.457529994808
ACDC	24	128	2	28.1071190088887
ACDC	24	128	2	82.5762532107768
ACDC	24	129	2	134.532655629833
ACDC	24	129	2	36.2633180369359
ACDC	24	129	2	139.626376513614
ACDC	24	130	2	145.803118083663
ACDC	24	130	2	92.4492438208013
ACDC	24	130	2	79.2425330745169
ACDC	24	130	2	103.540454242068
ACDC	24	130	2	72.1307651038814
ACDC	24	141	2	105.329459566372
ACDC	24	141	2	88.1779473402117
ACDC	24	141	2	68.1625969124183
ACDC	24	141	2	19.1240877834543
ACDC	24	141	2	63.4434683646557
ACDC	24	141	2	86.9074639198327
ACDC	24	141	2	91.0421954657071
ACDC	24	141	2	59.6669804155934
ACDC	24	142	2	89.8203226241726
ACDC	24	142	2	86.9291169462373
ACDC	24	143	2	49.6092712345864
ACDC	24	143	2	185.829669476512
ACDC	24	143	2	71.2857269242223
ACDC	24	143	2	188.791914055904
ACDC	24	144	2	162.536528379643
ACDC	24	144	2	225.400654123839
ACDC	24	144	2	225.353801058873
ACDC	24	145	2	99.9302117426991
ACDC	24	145	2	111.689528931598
ACDC	24	145	2	102.171779434806
ACDC	24	146	2	92.3227590106802
ACDC	24	146	2	37.5564036882304
ACDC	24	146	2	72.2569976630978
ACDC	24	146	2	263.625695376599
ACDC	24	146	2	78.3317678132139
ACDC	24	147	2	124.935894056623
ACDC	24	147	2	48.8241084425742
ACDC	24	147	2	54.8764769790393
ACDC	24	147	2	87.2742279813848
ACDC	24	147	2	53.1758333860609
ACDC	24	147	2	96.1011138598029
ACDC	24	147	2	131.807115157337
ACDC	24	147	2	205.957474572149
ACDC	24	148	2	159.669827650449
ACDC	24	148	2	144.547068834436
ACDC	24	148	2	191.890665591554
ACDC	24	148	2	87.7900715095737
ACDC	24	148	2	29.7733787712518
ACDC	24	148	2	143.065846264993
ACDC	24	148	2	116.439382874017
ACDC	24	148	2	57.3124258911129
ACDC	24	148	2	43.6450866760191
ACDC	24	148	2	97.7769739115848
ACDC	24	148	2	190.675477529377
ACDC	24	148	2	171.630808669139
ACDC	24	157	2	75.8382693925962
ACDC	24	157	2	79.0753550301361
ACDC	24	157	2	82.3516687181711
ACDC	24	158	2	38.9039697354077
ACDC	24	158	2	53.5031767526618
ACDC	24	158	2	8.37568478345874
